Item_Item_Description,Item__No__,Item__Base_Unit_of_Measure_,Item_Inventory,Qty__on_Sales_Order_,Item__Qty__on_Purch__Order_,QtyAvailable,Av,Clifton,Clifton 8006,UB,UB Clifton,UB Clifton 8006,Total Sec + Clif,Total UB,Total
I am My Skin Hydra-Tint Stick - 8 Abidjan,1200804,EA,"5,186.00",-17.00,0,"5,169.00","5,169.",0.,0.,0.,0.,0.,"5,169.",0.,"5,169."
I am My Skin Hydra-Tint Stick - 9 Guinea,1200805,EA,"15,431.00",-20.00,0,"15,411.00","15,411.",0.,0.,0.,0.,0.,"15,411.",0.,"15,411."
I am My Skin Hydra-Tint Stick - 10 Mozambique,1200806,EA,"4,737.00",-16.00,0,"4,721.00","4,721.",0.,0.,0.,0.,0.,"4,721.",0.,"4,721."
I am My Skin Hydra-Tint Stick - 11 Jacmel,1200807,EA,"4,661.00",-15.00,0,"4,646.00","4,646.",0.,0.,0.,0.,0.,"4,646.",0.,"4,646."
I am My Skin Hydra-Tint Stick - 12 Addis Ababa,1200808,EA,"5,087.00",-155.00,0,"4,932.00","4,932.",0.,0.,0.,0.,0.,"4,932.",0.,"4,932."
I am My Skin Hydra-Tint Stick - 13 Mauritania,1200809,EA,"5,097.00",-15.00,0,"5,082.00","5,082.",0.,0.,0.,0.,0.,"5,082.",0.,"5,082."
I am My Skin Hydra-Tint Stick - 14 Dominica,1200810,EA,"3,982.00",-14.00,0,"3,968.00","3,968.",0.,0.,0.,0.,0.,"3,968.",0.,"3,968."
I am My Skin Hydra-Tint Stick - 16 Panama,1200811,EA,"4,307.00",-6.00,0,"4,301.00","4,301.",0.,0.,0.,0.,0.,"4,301.",0.,"4,301."
I am My Skin Hydra-Tint Stick - 17 Manila,1200812,EA,"5,612.00",-4.00,0,"5,608.00","5,608.",0.,0.,0.,0.,0.,"5,608.",0.,"5,608."
I am My Skin Hydra-Tint Stick - 18 Barcelona,1200813,EA,"5,059.00",-2,0,"5,057.00","5,057.",0.,0.,0.,0.,0.,"5,057.",0.,"5,057."
I am My Skin Hydra-Tint Stick - 19 Luxor,1200814,EA,"5,777.00",-3.00,0,"5,774.00","5,774.",0.,0.,0.,0.,0.,"5,774.",0.,"5,774."
Nubian Extreme Lengthening Mascara,1200818,EA,0.00,0,0,0.00,0.,0.,0.,0.,0.,0.,0.,0.,0.
Egyptian Pen/Pencil Eyeliners Bundle,1200825,EA,0.00,0.00,0.00,0.00,0.,0.,0.,0.,0.,0.,0.,0.,0.
Nubian Eyeshadow Sticks Bundle,1200826,EA,0,0,0,0,0.,0.,0.,0.,0.,0.,0.,0.,0.
Egyptian Pencil Eyeliner - Ivory,1200841,EA,"15,436.00",-17.00,0,"15,419.00","15,419.",0.,0.,0.,0.,0.,"15,419.",0.,"15,419."
Longwear Lip Liner PR bundle,1200851,EA,0,0.00,0,0.00,0.,0.,0.,0.,0.,0.,0.,0.,0.
Dual Pencil Sharpener,1200891,EA,"7,441.00",-15.00,"20,000.00","27,426.00","7,426.",0.,0.,0.,0.,0.,"7,426.",0.,"7,426."
I am My Skin Hydra-Tint Stick - 15 Brasilia,1200897,EA,"3,161.00",-11,0,"3,150.00","3,150.",0.,0.,0.,0.,0.,"3,150.",0.,"3,150."
I am My Skin Hydra-Tint Stick - 20 Lima,1200898,EA,"4,065.00",-4.00,0,"4,061.00","4,061.",0.,0.,0.,0.,0.,"4,061.",0.,"4,061."
PR Box - Liquid Bronzers,1200912,EA,24.00,0,0,24.00,24.,0.,0.,0.,0.,0.,24.,0.,24.
PR Box - Nubian Earth Collection,1200913,EA,408,0,0,408,408.,0.,0.,0.,0.,0.,408.,0.,408.
PR Box - The Nude Lip Collection,1200918,EA,0.00,0,0,0.00,0.,0.,0.,0.,0.,0.,0.,0.,0.
Essence Gold Box,1200919,EA,148,-1.00,0,147.00,147.,0.,0.,0.,0.,0.,147.,0.,147.
I am Magic Duo Density Makeup Sponge 2 - ( Pink & Orange) - PB,1200920,EA,"4,876.00",0,0,"4,876.00","4,876.",0.,0.,0.,0.,0.,"4,876.",0.,"4,876."
Sam Fine Gift - Essence,1200941,EA,0,0,0,0,0.,0.,0.,0.,0.,0.,0.,0.,0.
Nubian Glow Luminizer Gift Set,1200946,EA,0,-1,0,-1,-1.,0.,0.,0.,0.,0.,-1.,0.,-1.
BBL Lip Plumper Bundle,1200947,EA,0,0,0,0,0.,0.,0.,0.,0.,0.,0.,0.,0.
Vibrating Lip Gloss - Shade 1,1200949,EA,0,0,0,0,0.,0.,0.,0.,0.,0.,0.,0.,0.
Vibrating Lip Gloss - Shade 2,1200950,EA,0,0,0,0,0.,0.,0.,0.,0.,0.,0.,0.,0.
Vibrating Lip Gloss - Shade 3,1200951,EA,0,0,0,0,0.,0.,0.,0.,0.,0.,0.,0.,0.
Vibrating Lip Gloss - Shade 4,1200952,EA,0,0,0,0,0.,0.,0.,0.,0.,0.,0.,0.,0.
Cooling Eyeshadow Stick - Shade 1,1200953,EA,0,0,0,0,0.,0.,0.,0.,0.,0.,0.,0.,0.
Cooling Eyeshadow Stick - Shade 2,1200954,EA,0,0,0,0,0.,0.,0.,0.,0.,0.,0.,0.,0.
Cooling Eyeshadow Stick - Shade 3,1200955,EA,0.00,0,0,0.00,0.,0.,0.,0.,0.,0.,0.,0.,0.
Cooling Eyeshadow Stick - Shade 4,1200956,EA,0.00,0,0,0.00,0.,0.,0.,0.,0.,0.,0.,0.,0.
Cooling Eyeshadow Stick - Shade 5,1200957,EA,0.00,0,0,0.00,0.,0.,0.,0.,0.,0.,0.,0.,0.
Nubian Love Bundle,1200958,EA,0.00,0,0,0.00,0.,0.,0.,0.,0.,0.,0.,0.,0.
The Reds & Berries Gift Set,1200959,EA,0.00,0,0,0.00,0.,0.,0.,0.,0.,0.,0.,0.,0.
The Ruby Lip Gloss Bundle,1200960,EA,0.00,0,0,0.00,0.,0.,0.,0.,0.,0.,0.,0.,0.
I am My Skin Hydra-Tint Stick - 1.5 Mali,1200965,EA,"5,345.00",-20,0,"5,325.00","5,325.",0.,0.,0.,0.,0.,"5,325.",0.,"5,325."
I am My Skin Hydra-Tint Stick - 15.5 Belize,1200966,EA,"5,507.00",-5,0,"5,502.00","5,502.",0.,0.,0.,0.,0.,"5,502.",0.,"5,502."
I am My Skin Hydra-Tint Stick - 17.5 Bolivia,1200967,EA,"5,031.00",-1,0,"5,030.00","5,030.",0.,0.,0.,0.,0.,"5,030.",0.,"5,030."
I am My Skin Hydra-Tint Stick - 16.5 Nepal,1200968,EA,"5,169.00",-8,0,"5,161.00","5,161.",0.,0.,0.,0.,0.,"5,161.",0.,"5,161."
I am My Skin Hydra-Tint Stick - 19.5 Nicaragua,1200969,EA,"5,114.00",-7,0.00,"5,107.00","5,107.",0.,0.,0.,0.,0.,"5,107.",0.,"5,107."
I am My Skin Hydra-Tint Stick - 21 Aberdeen,1200970,EA,"4,536.00",-2,0.00,"4,534.00","4,534.",0.,0.,0.,0.,0.,"4,534.",0.,"4,534."
Hydra Tint Lip Serum - Fierce,1200989,EA,0,0,"20,000.00","20,000.00",0.,0.,0.,0.,0.,0.,0.,0.,0.
Hydra Tint Lip Serum - Fearless,1200990,EA,0,0,"20,000.00","20,000.00",0.,0.,0.,0.,0.,0.,0.,0.,0.
Hydra Tint Lip Serum - Powerful,1200991,EA,0,0,"20,000.00","20,000.00",0.,0.,0.,0.,0.,0.,0.,0.,0.
Hydra Tint Lip Serum - Danger,1200992,EA,0,0.00,"20,000.00","20,000.00",0.,0.,0.,0.,0.,0.,0.,0.,0.
Hydra Tint Lip Serum - On Point,1200993,EA,0.00,0.00,"20,000.00","20,000.00",0.,0.,0.,0.,0.,0.,0.,0.,0.
Hydra Tint Lip Serum - Pretty Fight,1200994,EA,0,0.00,"20,000.00","20,000.00",0.,0.,0.,0.,0.,0.,0.,0.,0.
Hydra Tint Lip Serum - Kiss Proof,1200995,EA,0,0.00,"20,000.00","20,000.00",0.,0.,0.,0.,0.,0.,0.,0.,0.
Hydra Tint Lip Serum - Battle Babe,1200996,EA,0,0,"20,000.00","20,000.00",0.,0.,0.,0.,0.,0.,0.,0.,0.
PR Box - Blush & Bronzer Event,1201001,EA,13.00,0.00,0.00,13.00,13.,0.,0.,0.,0.,0.,13.,0.,13.
Blushed & Bronzed Blurring Palette Volume 2,1201033,EA,"1,066.00",-499.00,"280,000.00","280,567.00",567.,0.,0.,0.,0.,0.,567.,0.,567.
Serafina Blush,1000298,EA,0.00,0,0.00,0.00,0.,0.,0.,0.,0.,0.,0.,0.,0.
The Saharan Blush Palette Vol. 1,1000360,EA,0,0,0.00,0.00,0.,0.,0.,0.,0.,0.,0.,0.,0.
Blushed Blonzing Stick - Chocolate Cherry,1201005,EA,7427,-12,0.00,"7,415.00","7,415.",0.,0.,0.,0.,0.,"7,415.",0.,"7,415."
PR Box - The Coffee Shop Liquid Eyeshadow,1201024,EA,247,0,0.00,247.00,247.,0.,0.,0.,0.,0.,247.,0.,247.
The Saharan Blush Palette Volume 2,1000361,EA,0.00,0,0.00,0.00,0.,0.,0.,0.,0.,0.,0.,0.,0.
Bella Blush,1000611,EA,0.00,0,0.00,0.00,0.,0.,0.,0.,0.,0.,0.,0.,0.
Liquid Luminzer Bronzed Glow + Tribe Highlighter Volume 1,1201065,EA,0,-1,0.00,-1.00,-1.,0.,0.,0.,0.,0.,-1.,0.,-1.
Liquid Luminizer Golden Hour + Tribe Highlighter Volume 2,1201066,EA,0,-1,0.00,-1.00,-1.,0.,0.,0.,0.,0.,-1.,0.,-1.
Liquid Luminizier Star Struck + Tribe Highlighter Volume 3,1201067,EA,0,0,0.00,0.00,0.,0.,0.,0.,0.,0.,0.,0.,0.
Nubian Lip Sculpt Wooden Lip Pencil - Deeply Defined - 025063/002,1201070,EA,0,0,"20,000.00","20,000.00",0.,0.,0.,0.,0.,0.,0.,0.,0.
Nubian Lip Sculpt Wooden Lip Pencil - True Self - 025065/002,1201071,EA,0,0,"20,000.00","20,000.00",0.,0.,0.,0.,0.,0.,0.,0.,0.
Nubian Lip Sculpt Wooden Lip Pencil - Koko - 025058/002,1201072,EA,0,0,"20,000.00","20,000.00",0.,0.,0.,0.,0.,0.,0.,0.,0.
Nubian Lip Sculpt Wooden Lip Pencil - Queendom - 025054/002,1201073,EA,0,0,"20,000.00","20,000.00",0.,0.,0.,0.,0.,0.,0.,0.,0.
Nubian Lip Sculpt Wooden Lip Pencil - So Tea (025057/002),1201074,EA,0,0,"20,000.00","20,000.00",0.,0.,0.,0.,0.,0.,0.,0.,0.
Nubian Lip Sculpt Wooden Lip Pencil - Drawn To Me (025061/002),1201075,EA,0,0,"20,000.00","20,000.00",0.,0.,0.,0.,0.,0.,0.,0.,0.
Nubian Lip Sculpt Wooden Lip Pencil - Treasure (025055/002),1201076,EA,0,0,"20,000.00","20,000.00",0.,0.,0.,0.,0.,0.,0.,0.,0.
Nubian Lip Sculpt Wooden Lip Pencil - Be You (025059/002),1201077,EA,0,0,"20,000.00","20,000.00",0.,0.,0.,0.,0.,0.,0.,0.,0.
Nubian Lip Sculpt Wooden Lip Pencil - Crown (025067/002),1201078,EA,0,0,"20,000.00","20,000.00",0.,0.,0.,0.,0.,0.,0.,0.,0.
Nubian Lip Sculpt Wooden Lip Pencil - Mwah (025066/002),1201079,EA,0,0,"20,000.00","20,000.00",0.,0.,0.,0.,0.,0.,0.,0.,0.
Nubian Lip Sculpt Wooden Lip Pencil - Becoming (025060/002),1201080,EA,0,0,"20,000.00","20,000.00",0.,0.,0.,0.,0.,0.,0.,0.,0.
Nubian Lip Sculpt Wooden Lip Pencil - Dear Self (025062/002),1201081,EA,0,0,"20,000.00","20,000.00",0.,0.,0.,0.,0.,0.,0.,0.,0.
PR Box - IAMS Hydra Tint Foundation Stick - Light Kingdom,1201083,EA,153,-4,0.00,149.00,149.,0.,0.,0.,0.,0.,149.,0.,149.
PR Box - IAMS Hydra Tint Foundation Stick - Medium Kingdom,1201084,EA,186,-15,0.00,171.00,171.,0.,0.,0.,0.,0.,171.,0.,171.
PR Box - IAMS Hydra Tint Foundation Stick - Tan Kingdom,1201085,EA,182,-7,0.00,175.00,175.,0.,0.,0.,0.,0.,175.,0.,175.
PR Box - IAMS Hydra Tint Foundation Stick - Dark Kingdom,1201086,EA,177,-10,0.00,167.00,167.,0.,0.,0.,0.,0.,167.,0.,167.
PR Box - IAMS Hydra Tint Foundation Stick - Deep Dark Kingdom,1201087,EA,184,-6,0.00,178.00,178.,0.,0.,0.,0.,0.,178.,0.,178.
PR Box - Peptide Power Glass Balm,1201093,EA,2,0,0.00,2.00,2.,0.,0.,0.,0.,0.,2.,0.,2.
Nubian Lip Serum Tint - Shade 1,1201098,EA,0,0,0.00,0.00,0.,0.,0.,0.,0.,0.,0.,0.,0.
Nubian Lip Serum Tint - Shade 2,1201099,EA,0,0,0.00,0.00,0.,0.,0.,0.,0.,0.,0.,0.,0.
Nubian Lip Serum Tint - Shade 3,1201100,EA,0,0,0.00,0.00,0.,0.,0.,0.,0.,0.,0.,0.,0.
Nubian Lip Serum Tint - Shade 4,1201101,EA,0,0,0.00,0.00,0.,0.,0.,0.,0.,0.,0.,0.,0.
Warrior Lip Armor Gloss - Gloss Glory,1201102,EA,0,0,"25,056.00","25,056.00",0.,0.,0.,0.,0.,0.,0.,0.,0.
Warrior Lip Armor Gloss - Sweet Victory,1201103,EA,0,0,"25,056.00","25,056.00",0.,0.,0.,0.,0.,0.,0.,0.,0.
Warrior Lip Armor Gloss - Serving,1201104,EA,0,0,"25,056.00","25,056.00",0.,0.,0.,0.,0.,0.,0.,0.,0.
Warrior Lip Armor Gloss - Lip Goals,1201105,EA,0,0,"25,056.00","25,056.00",0.,0.,0.,0.,0.,0.,0.,0.,0.
Warrior Lip Armor Gloss - Boss Up,1201106,EA,0,0,"25,056.00","25,056.00",0.,0.,0.,0.,0.,0.,0.,0.,0.
Warrior Lip Armor Gloss - Confidence,1201107,EA,0,0,"25,056.00","25,056.00",0.,0.,0.,0.,0.,0.,0.,0.,0.
I Am My Skin Hydra-Blur Concealer - Shade 1,1201108,EA,0,0,0,0,0.,0.,0.,0.,0.,0.,0.,0.,0.
I Am My Skin Hydra-Blur Concealer - Shade 2,1201109,EA,0,0,0,0,0.,0.,0.,0.,0.,0.,0.,0.,0.
I Am My Skin Hydra-Blur Concealer - Shade 3,1201110,EA,0,0,0,0,0.,0.,0.,0.,0.,0.,0.,0.,0.
I Am My Skin Hydra-Blur Concealer - Shade 4,1201111,EA,0,0,0,0,0.,0.,0.,0.,0.,0.,0.,0.,0.
I Am My Skin Hydra-Blur Concealer - Shade 5,1201112,EA,0,0,0,0,0.,0.,0.,0.,0.,0.,0.,0.,0.
I Am My Skin Hydra-Blur Concealer - Shade 6,1201113,EA,0,0,0,0,0.,0.,0.,0.,0.,0.,0.,0.,0.
I Am My Skin Hydra-Blur Concealer - Shade 7,1201114,EA,0,0,0,0,0.,0.,0.,0.,0.,0.,0.,0.,0.
I Am My Skin Hydra-Blur Concealer - Shade 8,1201115,EA,0,0,0,0,0.,0.,0.,0.,0.,0.,0.,0.,0.
I Am My Skin Hydra-Blur Concealer - Shade 9,1201116,EA,0,0,0,0,0.,0.,0.,0.,0.,0.,0.,0.,0.
I Am My Skin Hydra-Blur Concealer - Shade 10,1201117,EA,0,0,0,0,0.,0.,0.,0.,0.,0.,0.,0.,0.
I Am My Skin Hydra-Blur Concealer - Shade 11,1201118,EA,0,0,0,0,0.,0.,0.,0.,0.,0.,0.,0.,0.
I Am My Skin Hydra-Blur Concealer - Shade 12,1201119,EA,0,0,0,0,0.,0.,0.,0.,0.,0.,0.,0.,0.
I Am My Skin Hydra-Blur Concealer - Shade 13,1201120,EA,0,0,0,0,0.,0.,0.,0.,0.,0.,0.,0.,0.
I Am My Skin Hydra-Blur Concealer - Shade 14,1201121,EA,0,0,0,0,0.,0.,0.,0.,0.,0.,0.,0.,0.
I Am My Skin Hydra-Blur Concealer - Shade 15,1201122,EA,0,0,0,0,0.,0.,0.,0.,0.,0.,0.,0.,0.
I Am My Skin Hydra-Blur Concealer - Shade 16,1201123,EA,0,0,0,0,0.,0.,0.,0.,0.,0.,0.,0.,0.
I Am My Skin Hydra-Blur Concealer - Shade 17,1201124,EA,0,0,0,0,0.,0.,0.,0.,0.,0.,0.,0.,0.
I Am My Skin Hydra-Blur Concealer - Shade 18,1201125,EA,0,0,0,0,0.,0.,0.,0.,0.,0.,0.,0.,0.
I Am My Skin Dewy Drops - Shade 1,1201126,EA,0,0,0,0,0.,0.,0.,0.,0.,0.,0.,0.,0.
I Am My Skin Dewy Drops - Shade 2,1201127,EA,0,0,0,0,0.,0.,0.,0.,0.,0.,0.,0.,0.
I Am My Skin Dewy Drops - Shade 3,1201128,EA,0,0,0,0,0.,0.,0.,0.,0.,0.,0.,0.,0.
Color Corrector - Shade 1,1201129,EA,0,0,0,0,0.,0.,0.,0.,0.,0.,0.,0.,0.
Color Corrector - Shade 2,1201130,EA,0,0,0,0,0.,0.,0.,0.,0.,0.,0.,0.,0.
Color Corrector - Shade 3,1201131,EA,0,0,0,0,0.,0.,0.,0.,0.,0.,0.,0.,0.
I Am My Skin Skin Tint - Shade 1,1201132,EA,0,0,0,0,0.,0.,0.,0.,0.,0.,0.,0.,0.
I Am My Skin Skin Tint - Shade 2,1201133,EA,0,0,0,0,0.,0.,0.,0.,0.,0.,0.,0.,0.
I Am My Skin Skin Tint - Shade 3,1201134,EA,0,0,0,0,0.,0.,0.,0.,0.,0.,0.,0.,0.
I Am My Skin Skin Tint - Shade 4,1201135,EA,0,0,0,0,0.,0.,0.,0.,0.,0.,0.,0.,0.
I Am My Skin Skin Tint - Shade 5,1201136,EA,0,0,0,0,0.,0.,0.,0.,0.,0.,0.,0.,0.
I Am My Skin Skin Tint - Shade 6,1201137,EA,0,0,0,0,0.,0.,0.,0.,0.,0.,0.,0.,0.
I Am My Skin Skin Tint - Shade 7,1201138,EA,0,0,0,0,0.,0.,0.,0.,0.,0.,0.,0.,0.
I Am My Skin Skin Tint - Shade 8,1201139,EA,0,0,0,0,0.,0.,0.,0.,0.,0.,0.,0.,0.
I Am My Skin Skin Tint - Shade 9,1201140,EA,0,0,0,0,0.,0.,0.,0.,0.,0.,0.,0.,0.
I Am My Skin Skin Tint - Shade 10,1201141,EA,0,0,0,0,0.,0.,0.,0.,0.,0.,0.,0.,0.
I Am My Skin Skin Tint - Shade 11,1201142,EA,0,0,0,0,0.,0.,0.,0.,0.,0.,0.,0.,0.
I Am My Skin Skin Tint - Shade 12,1201143,EA,0,0,0,0,0.,0.,0.,0.,0.,0.,0.,0.,0.
I Am My Skin Skin Tint - Shade 13,1201144,EA,0,0,0,0,0.,0.,0.,0.,0.,0.,0.,0.,0.
I Am My Skin Skin Tint - Shade 14,1201145,EA,0,0,0,0,0.,0.,0.,0.,0.,0.,0.,0.,0.
I Am My Skin Skin Tint - Shade 15,1201146,EA,0,0,0,0,0.,0.,0.,0.,0.,0.,0.,0.,0.
I Am My Skin Skin Tint - Shade 16,1201147,EA,0,0,0,0,0.,0.,0.,0.,0.,0.,0.,0.,0.
I Am My Skin Skin Tint - Shade 17,1201148,EA,0,0,0,0,0.,0.,0.,0.,0.,0.,0.,0.,0.
I Am My Skin Skin Tint - Shade 18,1201149,EA,0,0,0,0,0.,0.,0.,0.,0.,0.,0.,0.,0.
Coffee Shop Body Mist - 1,1201150,EA,0,0,0,0,0.,0.,0.,0.,0.,0.,0.,0.,0.
Coffee Shop Body Mist - 2,1201151,EA,0,0,0,0,0.,0.,0.,0.,0.,0.,0.,0.,0.
Coffee Shop Body Mist - 3,1201152,EA,0,0,0,0,0.,0.,0.,0.,0.,0.,0.,0.,0.
Coffee Shop Body Butter - 1,1201153,EA,0,0,0,0,0.,0.,0.,0.,0.,0.,0.,0.,0.
Coffee Shop Body Butter - 2,1201154,EA,0,0,0,0,0.,0.,0.,0.,0.,0.,0.,0.,0.
Coffee Shop Body Butter - 3,1201155,EA,0,0,0,0,0.,0.,0.,0.,0.,0.,0.,0.,0.
Coffee Shop Fragrance Oil - 1,1201156,EA,0,0,0,0,0.,0.,0.,0.,0.,0.,0.,0.,0.
Coffee Shop Fragrance Oil - 2,1201157,EA,0,0,0,0,0.,0.,0.,0.,0.,0.,0.,0.,0.
Coffee Shop Fragrance Oil - 3,1201158,EA,0,0,0,0,0.,0.,0.,0.,0.,0.,0.,0.,0.
Warrior + It's Electric Lip Gloss Bundle,1201159,EA,0,0,0,0,0.,0.,0.,0.,0.,0.,0.,0.,0.
The Nudes Bundle 2025,1201160,EA,0,-452,0,-452,-452.,0.,0.,0.,0.,0.,-452.,0.,-452.
The Mega Bundle 2025,1201161,EA,0,0,0,0,0.,0.,0.,0.,0.,0.,0.,0.,0.
Culture Mega Bundle 2025,1201162,EA,0,-43,0,-43,-43.,0.,0.,0.,0.,0.,-43.,0.,-43.
Culture Eyeshadow Palettes Bundle,1201163,EA,0,-35,0,-35,-35.,0.,0.,0.,0.,0.,-35.,0.,-35.
Pink Smoothie Mega Bundle,1201167,EA,0,-122,0,-122,-122.,0.,0.,0.,0.,0.,-122.,0.,-122.
Black Berry Bundle,1201168,EA,1,-92,0,-91,-91.,0.,0.,0.,0.,0.,-91.,0.,-91.
Pink Smoothie Duo Bundle Pink Drink + Wine,1201169,EA,0,-34,0,-34,-34.,0.,0.,0.,0.,0.,-34.,0.,-34.
Pink Smoothie Duo Bundle Pink Velvet + Kola,1201170,EA,0,-77,0,-77,-77.,0.,0.,0.,0.,0.,-77.,0.,-77.
Pink Smoothie Duo Bundle Guava Berry + Scorpio,1201171,EA,0,-49,0,-49,-49.,0.,0.,0.,0.,0.,-49.,0.,-49.
Pink Smoothie Duo Bundle Strawverry Bliss + Brown,1201172,EA,1,-80,0,-79,-79.,0.,0.,0.,0.,0.,-79.,0.,-79.
"PR Box Egyptian Liquid & Pencil Eyeliners (White, Blanc, Ivory)",1201174,EA,0,0,0,0,0.,0.,0.,0.,0.,0.,0.,0.,0.
PR Box - Culture Duochrome Pencils,1201176,EA,0,0,0,0,0.,0.,0.,0.,0.,0.,0.,0.,0.
Warrior Multi Use Gel ES - Reign,1201204,EA,10000,0,10000,20000,"10,000.",0.,0.,0.,0.,0.,"10,000.",0.,"10,000."
Warrior Multi Use Gel ES - Gold Coast,1201205,EA,10000,0,10000,20000,"10,000.",0.,0.,0.,0.,0.,"10,000.",0.,"10,000."
Warrior Multi Use Gel ES - Blaze,1201206,EA,10000,0,10000,20000,"10,000.",0.,0.,0.,0.,0.,"10,000.",0.,"10,000."
Warrior Multi Use Gel ES - Heat of Battle,1201207,EA,10000,0,10000,20000,"10,000.",0.,0.,0.,0.,0.,"10,000.",0.,"10,000."
IAMS Matte Foundation Balm - Shade 1,1201214,,0,0,0,0,0.,0.,0.,0.,0.,0.,0.,0.,0.
IAMS Matte Foundation Balm - Shade 2,1201215,,0,0,0,0,0.,0.,0.,0.,0.,0.,0.,0.,0.
IAMS Matte Foundation Balm - Shade 3,1201216,,0,0,0,0,0.,0.,0.,0.,0.,0.,0.,0.,0.
IAMS Matte Foundation Balm - Shade 4,1201217,,0,0,0,0,0.,0.,0.,0.,0.,0.,0.,0.,0.
IAMS Matte Foundation Balm - Shade 5,1201218,,0,0,0,0,0.,0.,0.,0.,0.,0.,0.,0.,0.
IAMS Matte Foundation Balm - Shade 6,1201219,,0,0,0,0,0.,0.,0.,0.,0.,0.,0.,0.,0.
IAMS Matte Foundation Balm - Shade 7,1201220,,0,0,0.00,0.00,0.,0.,0.,0.,0.,0.,0.,0.,0.
IAMS Matte Foundation Balm - Shade 8,1201221,,0,0,0.00,0.00,0.,0.,0.,0.,0.,0.,0.,0.,0.
IAMS Matte Foundation Balm - Shade 9,1201222,,0,0,0.00,0.00,0.,0.,0.,0.,0.,0.,0.,0.,0.
IAMS Matte Foundation Balm - Shade 10,1201223,,0,0,0.00,0.00,0.,0.,0.,0.,0.,0.,0.,0.,0.
IAMS Matte Foundation Balm - Shade 11,1201224,,0,0,0.00,0.00,0.,0.,0.,0.,0.,0.,0.,0.,0.
IAMS Matte Foundation Balm - Shade 12,1201225,,0,0,0.00,0.00,0.,0.,0.,0.,0.,0.,0.,0.,0.
Hydrating Glossy Lip Stain - Hush Hush,1201241,EA,0,0,"20,016.00","20,016.00",0.,0.,0.,0.,0.,0.,0.,0.,0.
Hydrating Glossy Lip Stain - Kiss Kiss,1201242,EA,0,0,"20,016.00","20,016.00",0.,0.,0.,0.,0.,0.,0.,0.,0.
Hydrating Glossy Lip Stain - Main Character,1201243,EA,0,0,"20,016.00","20,016.00",0.,0.,0.,0.,0.,0.,0.,0.,0.
Hydrating Glossy Lip Stain - Soft Blush,1201244,EA,0,0,"20,016.00","20,016.00",0.,0.,0.,0.,0.,0.,0.,0.,0.
Hydrating Glossy Lip Stain - Truffle,1201245,EA,0,0,"20,016.00","20,016.00",0.,0.,0.,0.,0.,0.,0.,0.,0.
Hydrating Glossy Lip Stain - Seal the Deal,1201246,EA,0,0,"20,016.00","20,016.00",0.,0.,0.,0.,0.,0.,0.,0.,0.
Glazed Lip Gloss - Hot Cocoa,1201247,EA,0,0,"20,016.00","20,016.00",0.,0.,0.,0.,0.,0.,0.,0.,0.
Velvety Matte Mousse Lip Cream - Chocolate Mousse,1201248,EA,0,0,"20,016.00","20,016.00",0.,0.,0.,0.,0.,0.,0.,0.,0.
Velvety Matte Mousse Lip Cream - Cookies & Cream,1201249,EA,0,0,"20,016.00","20,016.00",0.,0.,0.,0.,0.,0.,0.,0.,0.
Velvety Matte Mousse Lip Cream - Caramel Crush,1201250,EA,0,0,"20,016.00","20,016.00",0.,0.,0.,0.,0.,0.,0.,0.,0.
Velvety Matte Mousse Lip Cream - Dusty Rose,1201251,EA,0,0,"20,016.00","20,016.00",0.,0.,0.,0.,0.,0.,0.,0.,0.
Velvety Matte Mousse Lip Cream - Cherry,1201252,EA,0,0,"20,016.00","20,016.00",0.,0.,0.,0.,0.,0.,0.,0.,0.
Velvety Matte Mousse Lip Cream - Spiced Plum,1201253,EA,0,0,"20,016.00","20,016.00",0.,0.,0.,0.,0.,0.,0.,0.,0.
Velvety Matte Mousse Lip Cream - Wine Not,1201254,EA,0,0,"20,016.00","20,016.00",0.,0.,0.,0.,0.,0.,0.,0.,0.
Velvety Matte Mousse Lip Cream - Mauve-in On,1201255,EA,0,0,"20,016.00","20,016.00",0.,0.,0.,0.,0.,0.,0.,0.,0.
Velvety Matte Mousse Lip Cream - Cashmere,1201256,EA,0,0,"20,016.00","20,016.00",0.,0.,0.,0.,0.,0.,0.,0.,0.
Glazed Lip Gloss - Doll,1201257,EA,0,0,"20,016.00","20,016.00",0.,0.,0.,0.,0.,0.,0.,0.,0.
Glazed Lip Gloss - Glazed Jelly,1201258,EA,0,0,"20,016.00","20,016.00",0.,0.,0.,0.,0.,0.,0.,0.,0.
Glazed Lip Gloss - Pinky,1201259,EA,0,0,"20,016.00","20,016.00",0.,0.,0.,0.,0.,0.,0.,0.,0.
Glazed Lip Gloss - Baddie,1201260,EA,0,0,"20,016.00","20,016.00",0.,0.,0.,0.,0.,0.,0.,0.,0.
Glazed Lip Gloss - Extra AF,1201261,EA,0,0,"20,016.00","20,016.00",0.,0.,0.,0.,0.,0.,0.,0.,0.
Glazed Lip Gloss - Just Peachy,1201271,EA,0,0,"20,016.00","20,016.00",0.,0.,0.,0.,0.,0.,0.,0.,0.
Velvety Pout Glassy Gloss - Lit,1201272,EA,0,0,0,0,0.,0.,0.,0.,0.,0.,0.,0.,0.
Velvety Pout Glassy Gloss - Crystal Clear,1201273,EA,0,0,0,0,0.,0.,0.,0.,0.,0.,0.,0.,0.
